"geneSymbol","disease_merge"
"PECAM1","Arteriosclerosis"
"PECAM1","Autoimmune Diseases"
"PEPD","Diabetes Mellitus "
"PEPD","Schizophrenia"
"PEPD","Prolidase deficiency"
"PEPD","Intellectual Disability"
"PEPD","Panic Disorder"
"PF4","Pneumonia"
"PF4","Autoimmune Diseases"
"PGR","Endometrial Cancer"
"PGR","Meningioma"
"PGR","Adenocarcinoma"
"PGR","Breast Cancer"
"PGR","Carcinoma"
"PGR","Endometriosis"
"PGR","Mesothelioma"
"PGR","Endometrioma"
"PGR","Anaplastic Carcinoma"
"PGR","Cribriform Carcinoma"
"PGRMC1","Prostate cancer"
"PI3","Dermatitis"
"PIBF1","Joubert Syndrome"
"PIBF1","Familial aplasia of the vermis"
"PIK3CA","Liver Cancer"
"PIK3CA","Congenital Lipomatous Overgrowth, Vascular Malformations, and Epidermal Nevi"
"PIK3CA","Hepatoblastoma"
"PIK3CA","Mouth Neoplasms"
"PIK3CA","Hereditary hemorrhagic telangiectasia"
"PIK3CA","Breast Cancer"
"PIK3CA","Stomach Cancer"
"PIK3CA","Lung Cancer"
"PIK3CA","Genetic Diseases"
"PIK3CA","Renal Cancer"
"PIK3CA","Ovarian Cancer"
"PIK3CA","Colorectal Cancer"
"PIK3CA","PTEN Hamartoma Tumor Syndrome"
"PIK3CA","Adenocarcinoma of Prostate"
"PIK3CA","Neuroblastoma"
"PIK3CA","Nasopharyngeal Cancer"
"PIK3CA","Colonic Neoplasms"
"PIK3CA","Lymphoma"
"PIK3CA","Head and Neck Neoplasms"
"PIK3CA","Rosette-forming glioneuronal tumor"
"PIK3CA","Megalencephaly-Capillary Malformation (MCAP) Syndrome"
"PIK3CA","Head Neoplasms"
"PIK3CA","Adenocarcinoma"
"PIK3CA","Carcinoma"
"PIK3CA","Sarcoma"
"PIK3CA","Cribriform Carcinoma"
"PIK3CA","Cortical Dysplasia"
"PIK3CA","Epidermal nevus"
"PIK3CA","Brain Neoplasms"
"PIK3CA","Macrodactyly of the foot"
"PIK3CA","Multiple Myeloma"
"PIK3CA","Keratosis"
"PIK3CA","Adenoid Cystic Carcinoma"
"PIK3CA","Prostate cancer"
"PIK3CA","Endometrial Cancer"
"PIK3CA","Thyroid Cancer"
"PIK3CA","Megalancephaly Polymicrogyria-Polydactyly Hydrocephalus Syndrome"
"PIK3CA","Glioblastoma"
"PIK3CA","Gall Bladder Cancer"
"PIK3CA","Brain Stem Glioma"
"PIK3CA","Fetal Alcohol Syndrome"
"PIK3CA","Stroke"
"PIK3CA","Hydrocephalus"
"PIK3CA","Adrenal Cancer"
"PIK3CA","Schizophrenia"
"PIK3CA","Malformations of Cortical Development"
"PIK3CA","Bladder Cancer"
"PIK3CA","Esophagus Neoplasm"
"PIK3CA","Breast Cancer,Male"
"PIK3CA","Hamartoma"
"PIK3CA","Genital Neoplasms, Male"
"PIK3CA","Intestinal Cancer"
"PIK3CA","Ctaneous Melanoma"
"PIK3CA","Gastric Cancer"
"PIK3CA","Adenocarcinoma Of Pancreas"
"PIK3CA","Medulloblastoma"
"PIK3CG","Autistic Disorder"
"PIK3CG","Heart Failure"
"PIK3CG","Medulloblastoma"
"PIK3CG","Myocardial Failure"
"PIK3CG","Lymphoma"
"PIK3R1","SHORT syndrome"
"PIK3R1","Burkitt Lymphoma"
"PIK3R1","Prostate cancer"
"PIK3R1","Immunodeficiency"
"PIK3R1","Genetic Diseases"
"PIK3R1","Glioblastoma"
"PIK3R1","Carcinoma"
"PIK3R1","Agammaglobulinemia"
"PIK3R1","Bladder Cancer"
"PIK3R1","Brain Neoplasms"
"PIK3R1","Ctaneous Melanoma"
"PIK3R1","Colorectal Cancer"
"PIK3R1","Endometrial Cancer"
"PIK3R1","Anaplastic Carcinoma"
"PIN1","Breast Cancer"
"PKD1","Polycystic Kidney Diseases"
"PKD1","Genetic Diseases"
"PKD1","Aortic aneurysm"
"PKD1","Pancreatic Cyst"
"PKD1","Renal hypertension"
"PKD1","Brain Aneurysm"
"PKM","Osteoporosis"
"PKM","Liver Cancer"
"PKM","Carcinoma"
"PKM","Anaplastic Carcinoma"
"PLA2G7","Stroke"
"PLA2G7","Schizophrenia"
"PLA2G7","Inborn Errors of Metabolism"
"PLA2G7","Coronary heart disease"
"PLA2G7","Acute Coronary Syndrome"
"PLA2G7","Platelet-activating factor acetylhydrolase deficiency"
"PLA2G7","Asthma"
"PLAT","Hemorrhages"
"PLAT","Stroke"
"PLAT","Cerebral Ischemia"
"PLAT","Pulmonary Embolism"
"PLAT","Pulmonary thromboembolism"
"PLAT","Brain Infarction"
"PLAT","Schizophrenia"
"PLAT","Compression of spinal cord"
"PLAT","Myocardial Infarction"
"PLAT","Cerebral Thrombosis"
"PLAT","Hepatitis"
"PLAT","Cerebral Thrombus"
"PLAT","Hypertensive disease"
"PLAT","Coronary Thrombosis"
"PLAT","Liver Diseases"
"PLAT","Deep Vein Thrombosis"
"PLAT","Meningoencephalitis"
"PLAT","Heart Failure"
"PLAT","Aphasia"
"PLAT","Cerebral Artery Infarction"
"PLAT","Choroidal Artery Infarction"
"PLAT","Chylopericardium"
"PLAT","Myocardial Failure"
"PLAT","Middle Cerebral Artery Syndrome"
"PLAT","Dejerine-Lichtheim Phenomenon "
"PLAT","Respiratory Obstruction"
"PLAT","Atherosclerosis"
"PLAT","Intracranial Embolism and Thrombosis"
"PLAT","Cardiac Tamponade"
"PLAT","Dermatitis"
"PLAT","Cholesterol Embolism"
"PLAT","Intracranial Vasospasm"
"PLAT","Pericardial effusion"
"PLAT","Arterial Occlusive Diseases"
"PLAT","Embolism and Thrombosis"
"PLAT","Dysphasia"
"PLAT","Respiratory Failure"
"PLCB3","Vitiligo"
"PLCZ1","Spermatogenic Failure"
"PNPLA2","Neutral Lipid Storage Disease with Myopathy"
"PNPLA2","Genetic Diseases"
"PNPLA2","Heart Diseases"
"PNPLA2","Ovarian Cancer"
"PNPLA2","Myopathy"
"POLD3","Colorectal Cancer"
"POLD3","Adenocarcinoma Of Large Intestine"
"POMC","Bipolar Disorder"
"POMC","Seizures"
"POMC","Atonic seizures"
"POMC","Infantile Spasm"
"POMC","Hypertensive disease"
"POMC","Catalepsy"
"POMC","Epilepsy"
"POMC","Restless Legs Syndrome"
"POMC","Mental Depression"
"POMC","Nephritis"
"POMC","Manic Disorder"
"POMC","Amnesia"
"POMC","Pancreatic Diseases"
"POMC","Sacroiliitis"
"POMC","Osteoporosis"
"POMC","Pneumonia"
"POMC","Cardiomyopathy"
"POMC","Spasmus nutans"
"POMC","Pseudogout"
"POMC","Myocardial Ischemia"
"POMC","Jacksonian Seizure"
"POMC","Necrosis"
"POMC","Cerebral Palsy"
"POMC","Synovitis"
"POMC","Fatty Liver"
"POMC","Glomerulonephritis"
"POMC","Heart Failure"
"POMC","Myasthenia Gravis"
"POMC","Kidney Tubular Necrosis"
"POMC","Cholestasis"
"POMC","Synovial Hypertrophy"
"POMC","Encephalopathies"
"POMC","Sleep Disorders"
"POMC","Subaortic stenosis"
"POMC","Multiple Sclerosis"
"POMC","Sick Sinus Syndrome"
"POMC","Opsoclonus-Myoclonus Syndrome"
"POMC","Kidney Calculi"
"POMC","Renal Cancer"
"POMC","Obesity"
"POMC","Gout"
"POMC","Cushing Syndrome"
"POMC","Peyronie Disease"
"POMC","Cystitis"
"POMC","Diabetes Mellitus "
"POMC","Gastrointestinal Diseases"
"POMC","Genetic Diseases"
"POMC","Urinary tract infection"
"POMC","Tumoral calcinosis"
"POMC","Facial paralysis"
"POMC","Sinus Node Dysfunction"
"POMC","Cholera Infantum"
"POMC","Behavior Disorders"
"POMC","ACTH Syndrome"
"POMC","Diabetes Insipidus"
"POMC","Oliguria"
"POMC","Disorder of eye"
"POMC","Myocardial Diseases"
"POMC","Mental disorders"
"POMC","Adrenal Cortex Diseases"
"POMC","Hypernatremia"
"POMC","Melancholia"
"POMC","Liver Failure"
"POMC","Autistic Disorder"
"POMC","Proopiomelanocortin Deficiency"
"POMC","Myocardial Failure"
"POMC","Rhabdomyoma"
"POMC","Diagnosis, Psychiatric"
"POMC","Nephrocalcinosis"
"POMC","Long QT Syndrome"
"PON1","Arteriosclerosis"
"PON1","Lateral Sclerosis"
"PON1","Glomerulonephritis"
"PON1","Lung Cancer"
"PON1","Hyperhomocysteinemia"
"PON1","Primitive Neuroectodermal Tumor"
"PON1","Metabolic Syndrome X"
"PON1","Hemorrhoids"
"PON1","Coronary Artery Vasospasm"
"PON1","Parkinson Disease"
"PON1","Hypercholesterolemia"
"PON1","Bipolar Disorder"
"PON1","Atherosclerosis"
"PON1","Spina Bifida"
"PON1","Prostate cancer"
"PON1","Brain Neoplasms"
"PON1","Autistic Disorder"
"PON1","Heart Failure"
"PON1","Hyperlipoproteinemia"
"PON1","Medulloepithelioma"
"PON1","Melancholia"
"PON1","Glomerulosclerosis"
"PON1","Diabetic Nephropathy"
"PON1","Fatty Liver"
"PON1","Diabetic Retinopathy"
"PON1","Metabolic Diseases"
"PON1","Diabetes Mellitus"
"PON1","Male infertility"
"PON1","Mental Depression"
"PON1","Acute Coronary Syndrome"
"PON1","Hepatitis"
"PON1","Rheumatoid Arthritis"
"PON1","Liver Diseases"
"PON1","Meniere Disease"
"PON1","Status Dysraphicus"
"PON1","Hematologic Neoplasms"
"PON1","Spongioblastoma"
"PON1","Neoplasms"
"PON1","Hematopoietic Neoplasms"
"PON1","Coronary heart disease"
"PON1","Periodontitis"
"PON1","Cholestasis"
"PON1","Schizophrenia"
"PON1","Hyperthyroidism"
"PON1","Heart Diseases"
"PON1","Ependymoblastoma"
"PON1","Myocardial Failure"
"PON1","Lymphoma"
"POR","Antley-Bixler Syndrome"
"POR","Learning Disorders"
"POR","Disorders of Sex Development"
"POR","Craniosynostosis"
"POR","Arthrogryposis"
"POR","Bladder Cancer"
"POR","Congenital adrenal hyperplasia"
"POR","Gliosarcoma"
"PPARD","Cardiomyopathy"
"PPARD","Alcoholic fatty liver"
"PPARD","Obesity"
"PPARD","Skin Cancer"
"PPARD","Neuropathy"
"PPARD","Non-alcoholic Fatty Liver Disease"
"PPARD","Gout"
"PPARD","Fatty Liver"
"PPARD","Myocardial Diseases"
"PPARD","Bipolar Disorder"
"PPARG","Stomach Cancer"
"PPARG","Pancreatic Neoplasm"
"PPARG","Alzheimer Disease"
"PPARG","Pustulosis"
"PPARG","Thyroid Cancer"
"PPARG","Diabetes Mellitus "
"PPARG","Lipodystrophy"
"PPARG","Chronobiology Disorders"
"PPARG","Gastric Cancer"
"PPARG","Hypertensive disease"
"PPARG","Kidney Insufficiency"
"PPARG","Liver Cancer"
"PPARG","Polycystic Kidney Diseases"
"PPARG","Colorectal Cancer"
"PPARG","Cribriform Carcinoma"
"PPARG","Heart Failure"
"PPARG","Glomerulonephritis"
"PPARG","Adenocarcinoma"
"PPARG","Antiphospholipid Syndrome"
"PPARG","Dyslipidemias"
"PPARG","Liver Diseases"
"PPARG","Kidney Failure"
"PPARG","Obesity"
"PPARG","Circadian Rhythm Disorders"
"PPARG","Leukostasis"
"PPARG","Colonic Neoplasms"
"PPARG","Psoriasis"
"PPARG","Barrett Esophagus"
"PPARG","Nephritis"
"PPARG","Crohn Disease"
"PPARG","Carcinoma"
"PPARG","Arthritis"
"PPARG","Lipoidosis"
"PPARG","Barrett Epithelium"
"PPARG","Mood Disorders"
"PPARG","Senile Dementia"
"PPARG","Schizophrenia"
"PPARG","Diabetic Nephropathy"
"PPARG","Myocardial Failure"
"PPARG","Metabolic Diseases"
"PPARG","Enteritis"
"PPARG","Cushing Syndrome"
"PPARG","Lymphoma"
"PPARG","Atherosclerosis"
"PPARG","Colitis"
"PPARG","Glomerulosclerosis"
"PPARG","Osteoarthrosis Deformans"
"PPARGC1A","Diabetes Mellitus "
"PPARGC1A","Heart Failure"
"PPARGC1A","Myocardial Failure"
"PPARGC1A","Myocardial Infarction"
"PPARGC1A","Neuronal ceroid lipofuscinosis"
"PPARGC1A","Lateral Sclerosis"
"PPARGC1A","Schizophrenia"
"PPP1R3A","Diabetes Mellitus "
"PRDX1","Methylmalonic acidemia with homocystinuria"
"PRDX1","Lung Cancer"
"PRDX1","Pulmonary asbestosis"
"PRDX1","Pulmonary Fibrosis"
"PRDX1","Liver Cancer"
"PRDX1","Esophagus Neoplasm"
"PRDX2","Osteosarcoma"
"PRDX2","Myeloid Leukemia"
"PRDX2","Esophagus Neoplasm"
"PRDX2","Down Syndrome"
"PRDX2","Prostate cancer"
"PRDX2","Pulmonary Fibrosis"
"PRDX2","Liver Cancer"
"PRDX2","Anaplastic Carcinoma"
"PRDX2","Leukemia"
"PRDX2","Pulmonary asbestosis"
"PRDX2","Carcinoma"
"PRL","Anemia"
"PRL","Hyperprolactinemia"
"PRL","Pituitary Neoplasms"
"PRL","Gynecomastia"
"PRL","Adenocarcinoma"
"PRL","Heart Failure"
"PRL","Adenoma"
"PRL","Prolactinoma"
"PRL","Hypopituitarism"
"PRL","Lupus Erythematosus"
"PRL","Sexual Arousal Disorder"
"PRL","Carcinoma"
"PRL","Subfertility, Female"
"PRL","Anxiety Disorders"
"PRL","Pregnancy Complications, Cardiovascular"
"PRL","Endometriosis"
"PRL","Basal Ganglia Diseases"
"PRL","Fetal Resorption"
"PRL","Libman-Sacks Disease"
"PRL","Endometrioma"
"PRL","Parkinson Disease"
"PRL","Galactorrhea"
"PRL","Hypogonadism"
"PRL","Catalepsy"
"PRL","Cribriform Carcinoma"
"PRL","Puerperal Disorders"
"PRL","Prostatic Adenoma"
"PRL","Prostatic Hypertrophy"
"PRL","Autistic Disorder"
"PRL","Leydig Cell Tumor"
"PRL","Prostatic Hyperplasia"
"PRL","Psychosexual Disorders"
"PRL","Myocardial Failure"
"PRL","Schizophrenia"
"PRL","Mood Disorders"
"PRL","Lenticulostriate Disorders"
"PRL","Extrapyramidal Disorders"
"PRL","Ramsay Hunt Paralysis Syndrome"
"PTEN","Lhermitte-Duclos disease"
"PTEN","Heriditary Neoplastic Syndrome"
"PTEN","Prostate cancer"
"PTEN","Endometrial Cancer"
"PTEN","PTEN Hamartoma Tumor Syndrome"
"PTEN","Lipomatosis"
"PTEN","Adenocarcinoma"
"PTEN","Genetic Diseases"
"PTEN","Lung Cancer"
"PTEN","Meningioma"
"PTEN","Ovarian Cancer"
"PTEN","Nasopharyngeal Cancer"
"PTEN","Pancreatic Neoplasm"
"PTEN","Carcinoma"
"PTEN","Autistic Disorder"
"PTEN","Cerebellar Granule Cell Hypertrophy and Megalencephaly"
"PTEN","Brain Neoplasms"
"PTEN","Glioma"
"PTEN","Intellectual Disability"
"PTEN","Language Development Disorder"
"PTEN","Neurodevelopmental Disorders"
"PTEN","Proteus Syndrome"
"PTEN","Anisometropia"
"PTEN","Cribriform Carcinoma"
"PTEN","Colorectal Cancer"
"PTEN","Cerebelloparenchymal Disorder VI"
"PTEN","Prostatic Intraepithelial Neoplasias"
"PTEN","Central Auditory Processing Disorder"
"PTEN","Bannayan-Riley-Ruvalcaba Syndrome"
"PTEN","Adenoid Cystic Carcinoma"
"PTEN","Breast Cancer"
"PTEN","Glioblastoma"
"PTEN","Hypertensive disease"
"PTEN","Asthma"
"PTEN","Hemangioma"
"PTEN","Semantic-Pragmatic Disorder"
"PTEN","Head Neoplasms"
"PTEN","Adenoma"
"PTEN","Macrocephaly/autism syndrome"
"PTEN","Dermatitis"
"PTEN","Lymphoma"
"PTEN","Intrahepatic Cholangiocarcinoma"
"PTEN","Hibernoma"
"PTEN","Endometrial Hyperplasia"
"PTEN","Radial Club Hand"
"PTEN","Child Development Deviations"
"PTEN","Lipoma"
"PTEN","Extrahepatic Cholangiocarcinoma"
"PTEN","Renal Cancer"
"PTEN","Fatty Liver"
"PTEN","Hydrocephalus"
"PTEN","Motor Skills Disorders"
"PTEN","Chorioangioma"
"PTEN","Developmental Disabilities"
"PTEN","Liver Cancer"
"PTEN","Thyroid Cancer"
"PTEN","Mouth Neoplasms"
"PTEN","Gastrointestinal Cancer"
"PTEN","Adenocarcinoma of Prostate"
"PTEN","VACTERL Association"
"PTEN","Long QT Syndrome"
"PTEN","Angioma"
"PTEN","Cholangiocarcinoma"
"PTEN","Multiple congenital anomalies"
"PTEN","Gastric Cancer"
"PTEN","Bladder Cancer"
"PTEN","Ctaneous Melanoma"
"PTEN","Leukemia"
"PTEN","LEOPARD Syndrome"
"PTEN","Anaplastic Carcinoma"
"PTEN","Polydactyly"
"PTGS2","Heart Failure"
"PTGS2","Lateral Sclerosis"
"PTGS2","Breast Cancer"
"PTGS2","Mental Depression"
"PTGS2","Asthma"
"PTGS2","Bone Neoplasms"
"PTGS2","Colorectal Cancer"
"PTGS2","Prostate cancer"
"PTGS2","Aortic Aneurysm"
"PTGS2","Adenocarcinoma"
"PTGS2","Seizures"
"PTGS2","Carcinoma"
"PTGS2","Stomach Cancer"
"PTGS2","Hydronephrosis"
"PTGS2","Thyroid Cancer"
"PTGS2","Glioma"
"PTGS2","Barrett Esophagus"
"PTGS2","Papilloma"
"PTGS2","Pancreatic Neoplasm"
"PTGS2","Bladder Cancer"
"PTGS2","Lupus Erythematosus"
"PTGS2","Intrahepatic Cholangiocarcinoma"
"PTGS2","Glaucoma"
"PTGS2","Mouth Neoplasms"
"PTGS2","Skin Cancer"
"PTGS2","Cardiomyopathy"
"PTGS2","Gastroesophageal reflux disease"
"PTGS2","Chylopericardium"
"PTGS2","Liver Cancer"
"PTGS2","Duodenal Ulcer"
"PTGS2","Atonic seizures"
"PTGS2","Colonic Neoplasms"
"PTGS2","Status Epilepticus"
"PTGS2","Arteriosclerosis"
"PTGS2","Hypertensive disease"
"PTGS2","Oral submucosal fibrosis"
"PTGS2","Intestinal Polyposis"
"PTGS2","Esophagus Neoplasm"
"PTGS2","Gastric ulcer"
"PTGS2","Leiomyosarcoma"
"PTGS2","Colitis"
"PTGS2","Diabetes Mellitus "
"PTGS2","Stroke"
"PTGS2","Schizophrenia"
"PTGS2","Adrenal Cancer"
"PTGS2","Pancreatitis"
"PTGS2","Renal Cancer"
"PTGS2","Ophthalmopathy"
"PTGS2","Intraepithelial Neoplasia"
"PTGS2","Cerebral Ischemia"
"PTGS2","Gastric Cancer"
"PTGS2","Hyperglycemia"
"PTGS2","Liver Diseases"
"PTGS2","Oral Leukoplakia"
"PTGS2","Atherosclerosis"
"PTGS2","Dermatitis"
"PTGS2","Barrett Epithelium"
"PTGS2","Jacksonian Seizure"
"PTGS2","Cholangiocarcinoma"
"PTGS2","Disease of mouth"
"PTGS2","Melancholia"
"PTGS2","Endometriosis"
"PTGS2","Myocardial Diseases"
"PTGS2","Bladder Neck Obstruction"
"PTGS2","Asphyxia Neonatorum"
"PTGS2","Mood Disorders"
"PTGS2","Inflammatory Bowel Diseases"
"PTGS2","Rheumatoid Arthritis"
"PTGS2","Lymphoma"
"PTGS2","Hyperemia"
"PTGS2","Hepatitis"
"PTGS2","Libman-Sacks Disease"
"PTGS2","Cognition Disorders"
"PTGS2","Cribriform Carcinoma"
"PTGS2","Meniere Disease"
"PTGS2","Pericardial effusion"
"PTGS2","Precocious Puberty"
"PTGS2","Myocardial Failure"
"PTGS2","Kidney Failure"
"PTGS2","Leukemia"
"PTGS2","Autistic Disorder"
"PTGS2","Endometrioma"
"PTGS2","Extrahepatic Cholangiocarcinoma"
"PTGS2","Head Neoplasms"
"PTGS2","Obesity"
"PTGS2","Thyroid associated opthalmopathies"
"PTGS2","Petit mal status"
"PTGS2","Anaplastic Carcinoma"
"PTH","Hyperphosphatemia"
"PTH","Hyperparathyroidism"
"PTH","Milk-Alkali Syndrome"
"PTH","Hypercalcemia"
"PTH","Hypoparathyroidism"
"PTH","Hypocalcemia"
"PTH","Osteoporosis"
"PTH","Hypertensive disease"
"PTH","Basal Cell Nevus Syndrome"
"PTH","Hyperostosis"
"PTH","Anemia"
"PTH","Heart Failure"
"PTH","Rickets"
"PTH","Myocardial Failure"
"PTH","Uremia"
"PTH","Bone Diseases, Endocrine"
"PTPRC","Rheumatoid Arthritis"
"PTPRC","Prostate cancer"
"PTPRC","SCID"
"PTPRC","Vitiligo"
"PTPRC","Colitis"
"PTPRC","Retinal Diseases"
"PTPRC","Non-organic psychosis"
"PTPRC","Psychosis"
"PTX3","Pulmonary Fibrosis"
"PTX3","Mental Depression"
"PTX3","Dermatitis"
"PTX3","Arsenic Encephalopathy"
"PYY","Mental Depression"
"PYY","Neural Tube Defects"
"PYY","Status Dysraphicus"
"PYY","Diastematomyelia"
"PYY","Senile Dementia"
"PYY","Neurenteric Cyst"
"PYY","Primary tethered cord syndrome"
"PYY","Obesity"
"PYY","Anencephaly"
"PYY","Alzheimer Disease"
"RAD50","Narcolepsy"
"RAD50","Heriditary Neoplastic Syndrome"
"RAD50","Coronary heart disease"
"RAD50","Asthma"
"RAD50","Breast Cancer"
"RAD50","Psoriasis"
"RAD50","Nijmegen Breakage Syndrome-Like Disorder"
"RAD50","Intellectual Disability"
"RAD50","Dermatitis"
"RARRES2","Mental Depression"
"RARRES2","Bipolar Disorder"
"RASGRP1","Diabetes Mellitus "
"RASGRP1","Endometriosis"
"RASGRP1","Bipolar Disorder"
"RASGRP1","Leukemia"
"RASGRP1","Rheumatoid Arthritis"
"RASGRP1","Libman-Sacks Disease"
"RASGRP1","Lupus Erythematosus"
"RASGRP1","Myeloid Leukemia"
"RASGRP1","Endometrioma"
"RASGRP1","Crohn Disease"
"RASGRP2","Bleeding Disorder"
"RBP4","Genetic Diseases"
"RBP4","Xerotic keratitis"
"RBP4","Ovarian Cancer"
"RBP4","Microphthalmia"
"RBP4","Stomach Cancer"
"RBP4","Retinol Deficiency"
"RBP4","Myocardial Failure"
"RBP4","Carcinoma"
"RBP4","Keratomalacia"
"RBP4","Anaplastic Carcinoma"
"RBP4","Heart Failure"
"RBP4","Retinal Dystrophy, Iris Coloboma, And Comedogenic Acne Syndrome"
"RBP4","Gastric Cancer"
"RBP4","Alcoholic fatty liver"
"RBP4","Vitamin A Deficiency"
"RBP4","Congenital ocular coloboma"
"REN","Allanson Pantzar McLeod syndrome"
"REN","Hyperuricemic Nephropathy"
"REN","Heart Failure"
"REN","Hypertensive disease"
"REN","Left Ventricular Hypertrophy"
"REN","Nephrosis"
"REN","Mental Depression"
"REN","Bartter Disease"
"REN","Liver Fibrosis"
"REN","Anemia"
"REN","Liddle Syndrome"
"REN","Liver Cirrhosis"
"REN","Pustulosis"
"REN","Osteoporosis"
"REN","Renal Tubular Dysgenesis With Choanal Atresia And Athelia"
"REN","Malignant Hypertension"
"REN","Myocardial Failure"
"REN","Psoriasis"
"REN","Myocardial Infarction"
"REN","Azotemia"
"REN","Bipolar Disorder"
"RETN","Myocardial Failure"
"RETN","Kidney Failure"
"RETN","Metabolic Syndrome X"
"RETN","Heart Failure"
"RETN","Kidney Insufficiency"
"RLN2","Prostate cancer"
"RPS6KA1","Lymphoma"
"RUNX2","Skeletal Dysplasia"
"RUNX2","Odontome"
"RUNX2","Osteosarcoma"
"RUNX2","Osteoarthrosis Deformans"
"RUNX2","Rheumatoid Arthritis"
"RUNX2","Arthritis, Psoriatic"
"RUNX2","Stomatognathic System Abnormalities"
"RUNX2","Craniosynostosis"
"RUNX2","Arthritis"
"RUNX2","Uremia"
"RUNX2","Spondylarthritis"
"S100A9","Respiratory Distress Syndrome"
"S100A9","Colonic Neoplasms"
"S100A9","Schizophrenia"
"SCD","Thyroid associated opthalmopathies"
"SCD","Liver Cancer"
"SCD","Anaplastic Carcinoma"
"SCD","Carcinoma"
"SCD","Ophthalmopathy"
"SCD","Lipoidosis"
"SERPINA1","alpha 1-Antitrypsin Deficiency"
"SERPINA1","Liver Fibrosis"
"SERPINA1","Anxiety Disorders"
"SERPINA1","Liver Diseases"
"SERPINA1","Liver Cancer"
"SERPINA1","Degenerative Diseases Central Nervous System"
"SERPINA1","Genetic Diseases"
"SERPINA1","Panniculitis"
"SERPINA1","Bipolar Disorder"
"SERPINA1","Carcinoma"
"SERPINA1","Chronic Obstructive Pulmonary Disease"
"SERPINA1","Fragile X Syndrome"
"SERPINA1","Hypoglycemia"
"SERPINA1","Emphysema"
"SERPINA1","Liver Cirrhosis"
"SERPINA1","Adenocarcinoma"
"SERPINA1","Mood Disorders"
"SERPINA1","Airway Obstruction"
"SERPINA1","Cholestasis"
"SERPINA1","Thiamine Deficiency"
"SERPINA1","Manic Disorder"
"SERPINA1","Pulmonary Fibrosis"
"SERPINA1","Kidney Insufficiency"
"SERPINA1","Cribriform Carcinoma"
"SERPINA1","Vasculitis"
"SERPINA1","Stomach Cancer"
"SERPINA1","Lung Cancer"
"SERPINA1","Pulmonary Emphysema"
"SERPINA1","HIV Infections"
"SERPINA1","Mental Depression"
"SERPINA1","Bronchiectasis"
"SERPINA1","HIV Coinfection"
"SERPINA1","Pulmonary asbestosis"
"SERPINA1","Arteriosclerosis"
"SERPINA1","Kidney Failure"
"SERPINA1","Gastric Cancer"
"SERPINC1","Disseminated Intravascular Coagulation"
"SERPINC1","Antithrombin Deficiency"
"SERPINC1","Respiratory Distress Syndrome"
"SERPINC1","Acute Coronary Syndrome"
"SERPINC1","Cerebral Thrombosis"
"SERPINC1","Deep Vein Thrombosis"
"SERPINC1","Cerebral Thrombus"
"SERPINC1","Blood Coagulation Disorders"
"SERPINC1","Liver Failure"
"SERPINC1","Nephrotic Syndrome"
"SERPINE1","Glomerular Hyalinosis"
"SERPINE1","Obesity"
"SERPINE1","Prostate cancer"
"SERPINE1","Autistic Disorder"
"SERPINE1","Heart Failure"
"SERPINE1","Glomerulosclerosis"
"SERPINE1","Nephrotic Syndrome"
"SERPINE1","Hypertensive disease"
"SERPINE1","Atherosclerosis"
"SERPINE1","Stomach Cancer"
"SERPINE1","Mental Depression"
"SERPINE1","Diabetic Nephropathy"
"SERPINE1","Liver Cancer"
"SERPINE1","Behcet Syndrome"
"SERPINE1","Kidney Failure"
"SERPINE1","Fatty Liver"
"SERPINE1","Cholestasis"
"SERPINE1","Myocardial Failure"
"SERPINE1","Gastric Cancer"
"SERPINF1","Osteogenesis Imperfecta"
"SERPINF1","Diabetic Cardiomyopathies"
"SERPINF1","Adenoid Cystic Carcinoma"
"SERPINF1","Salivary Gland Neoplasms"
"SERPINF1","Prostate cancer"
"SERPINF1","Corneal ulcer"
"SERPINF1","Uveitis"
"SERPINH1","Cerebral Artery Infarction"
"SERPINH1","Cerebral Thrombosis"
"SERPINH1","Middle Cerebral Artery Syndrome"
"SERPINH1","Brain Infarction"
"SERPINH1","Liver Fibrosis"
"SERPINH1","Osteogenesis Imperfecta"
"SERPINH1","Arteriosclerosis"
"SERPINH1","Liver Cirrhosis"
"SERPINH1","Respiratory Distress Syndrome"
"SFRP5","Colorectal Cancer"
"SFRP5","Breast Cancer"
"SH2B3","Diabetes Mellitus "
"SH2B3","Biliary Cirrhosis"
"SH2B3","Inflammatory Bowel Diseases"
"SH2B3","Arteriosclerosis"
"SH2B3","Spondylitis"
"SH2B3","Hematologic Neoplasms"
"SH2B3","Stroke"
"SH2B3","Psoriasis"
"SH2B3","Colorectal Cancer"
"SH2B3","Celiac Disease"
"SH2B3","Hypothyroidism"
"SH2B3","Leukemia"
"SH2B3","Thrombocytopenia"
"SH2B3","Crohn Disease"
"SH2B3","Myocardial Infarction"
"SH2B3","Myelofibrosis"
"SH2B3","Cholangitis"
"SH2B3","Coronary heart disease"
"SH2B3","Vitiligo"
"SH2B3","Autoimmune Hepatitis"
"SH2B3","Endometrial Cancer"
"SH2B3","Colitis"
"SH2B3","Tetralogy of Fallot"
"SH2B3","Lupus Erythematosus"
"SH2B3","Libman-Sacks Disease"
"SHBG","Cancer Metastasis"
"SHBG","Prostate cancer"
"SHBG","Metabolic Syndrome X"
"SHBG","Diabetes Mellitus "
"SIRT1","Fatty Liver"
